Numero Ticket;ItemID;Item;Fecha Creacion;Fecha Termino;Fecha Cierre;Resumen;Ubicacion;Modo Reporte;Estado;Prioridad
WO0000005703766;231;STICKER;2024-10-16;20/10/2024;23-10-24;REPONER;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005703773;6;ALFOMBRAS;2024-10-16;20/10/2024;23-10-24;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005704615;5;AIRE ACONDICIONADO;2024-10-16;20/10/2024;23-10-24;REPARAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005704625;185;PRE INDECI;2024-10-16;;;REALIZAR - PRE REGULATORIO;IZAGUIRRE - 191154;Web HD;En Curso;3
WO0000005706283;218;SE ALETICA INTERNA;2024-10-19;;;REPONER;PLAZA CIVICA VENTANILLA - 192026;Web HD;Rechazado;3
WO0000005706289;130;LAVATORIO;2024-10-19;;;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;En Curso;3
WO0000005706826;34;CAJA FUERTE;2024-10-19;;;REPARAR;TUPAC AMARU - 191038;Web HD;Rechazado;3
WO0000005706841;171;PISOS;2024-10-19;;;RESANAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;En Curso;3
WO0000005706857;6;ALFOMBRAS;2024-10-19;;;REPARAR;TOTTUS GUIPOR - 191147;Web HD;En Curso;3
WO0000005706862;253;TV;2024-10-19;20/10/2024;23-10-24;REPARAR;TOTTUS GUIPOR - 191147;Web HD;Cerrado;2
WO0000005706865;240;TECHO /BALDOSAS;2024-10-19;26/10/2024;29-10-24;CAMBIAR;TOTTUS GUIPOR - 191147;Web HD;Cerrado;3
WO0000005706870;65;CREDENZA CERRADURA;2024-10-19;24/10/2024;27-10-24;REEMPLAZAR;NACIONES UNIDAS - 191084;Web HD;Cerrado;3
WO0000005706871;96;ESTACIONAMIENTO SE ALIZACION;2024-10-19;;;PINTAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;En Curso;3
WO0000005706874;171;PISOS;2024-10-19;23/10/2024;26-10-24;RESANAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005706884;123;INODOROS;2024-10-19;23/10/2024;26-10-24;REVISAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005707108;71;DETECTOR DE HUMO;2024-10-19;21/10/2024;24-10-24;REPARAR;EL AGUSTINO - 191041;Web HD;Cerrado;3
WO0000005707109;41;CAJONERA;2024-10-19;22/10/2024;25-10-24;REPARAR;MENDIOLA - 191078;Web HD;Cerrado;3
WO0000005707167;190;PUERTA / MAMPARA CERRADURA;2024-10-19;23/10/2024;26-10-24;REEMPLAZAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005707521;32;CAJA BUZON;2024-10-19;21/10/2024;24-10-24;REPROGRAMAR;SAN MARTIN DE PORRES - 191021;Web HD;Cerrado;3
WO0000005707584;34;CAJA FUERTE;2024-10-19;;;REPARAR;NACIONES UNIDAS - 191084;Web HD;En Curso;3
WO0000005707586;65;CREDENZA CERRADURA;2024-10-19;24/10/2024;27-10-24;REEMPLAZAR;NACIONES UNIDAS - 191084;Web HD;Cerrado;3
WO0000005707934;257;URINARIOS;2024-10-19;;;REVISAR;UNIPLAZA - 191019;Web HD;En Curso;3
WO0000005707947;43;CAJONERA CERRADURA;2024-10-19;;;REEMPLAZAR;UNIPLAZA - 191019;Web HD;En Curso;3
WO0000005707976;108;FOCO FLOURESCENTES;2024-10-19;26/10/2024;29-10-24;CAMBIAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005707978;108;FOCO FLOURESCENTES;2024-10-19;26/10/2024;29-10-24;CAMBIAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005707981;6;ALFOMBRAS;2024-10-19;;;REPARAR;VILLA SOL - 191059;Web HD;En Curso;3
WO0000005707989;43;CAJONERA CERRADURA;2024-10-19;;;REEMPLAZAR;SANTO DOMINGO - 191036;Web HD;En Curso;3
WO0000005708110;89;ESCALERA CINTA ANTIDESLIZANTE;2024-10-19;;;REPONER;UNIPLAZA - 191019;Web HD;En Curso;3
WO0000005708114;56;CONTADOR DE BILLETES;2024-10-19;;;REPARAR;SANTO DOMINGO - 191036;Web HD;Rechazado;3
WO0000005708138;197;PULSADOR DE ASALTO;2024-10-19;21/10/2024;24-10-24;REPARAR;TARAPACA - 191030;Web HD;Cerrado;3
WO0000005708184;29;CABLE VGA;2024-10-19;22/10/2024;25-10-24;REEMPLAZAR;ANGELICA GAMARRA - 191057;Web HD;Cerrado;2
WO0000005709075;64;CREDENZA;2024-10-19;;;REPARAR;PRO - 191029;Web HD;Rechazado;3
WO0000005709086;5;AIRE ACONDICIONADO;2024-10-19;21/10/2024;24-10-24;REPARAR;PERU - 191056;Web HD;Cerrado;3
WO0000005709512;43;CAJONERA CERRADURA;2024-10-19;26/10/2024;29-10-24;REEMPLAZAR;PERU - 191056;Web HD;Cerrado;3
WO0000005709514;190;PUERTA / MAMPARA CERRADURA;2024-10-19;26/10/2024;29-10-24;REEMPLAZAR;PERU - 191056;Web HD;Cerrado;3
WO0000005709515;32;CAJA BUZON;2024-10-19;;;APERTURAR;PERU - 191056;Web HD;En Curso;3
WO0000005709554;218;SE ALETICA INTERNA;2024-10-19;;;REPONER;LAS LOMAS - 191055;Web HD;En Curso;3
WO0000005709565;56;CONTADOR DE BILLETES;2024-10-19;23/10/2024;26-10-24;REPARAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005709571;5;AIRE ACONDICIONADO;2024-10-19;;;REPARAR;MEGA PLAZA - 191010;Web HD;En Curso;3
WO0000005709573;5;AIRE ACONDICIONADO;2024-10-19;;;REPARAR;MEGA PLAZA - 191010;Web HD;En Curso;3
WO0000005709574;130;LAVATORIO;2024-10-19;19/10/2024;22-10-24;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005709925;128;LAMPARA DE EMERGENCIA;2024-10-19;22/10/2024;25-10-24;REPARAR;LOS ALISOS - 191080;Web HD;Cerrado;3
WO0000005710437;56;CONTADOR DE BILLETES;2024-10-20;22/10/2024;25-10-24;REPARAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005710917;56;CONTADOR DE BILLETES;2024-10-20;28/10/2024;28-10-24;REPARAR;LAS MALVINAS - 191076;Web HD;Terminado;3
WO0000005710924;56;CONTADOR DE BILLETES;2024-10-20;;;REPARAR;IZAGUIRRE - 191154;Web HD;Rechazado;3
WO0000005710954;57;CONTADOR DE MONEDAS;2024-10-20;21/10/2024;24-10-24;REPARAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005710966;248;TICKETERA;2024-10-20;;;REVISAR;IZAGUIRRE - 191154;Web HD;Rechazado;3
WO0000005710996;221;SILLAS;2024-10-20;;;REPARAR;UNIPLAZA - 191019;Web HD;En Curso;3
WO0000005710997;5;AIRE ACONDICIONADO;2024-10-20;;;REPARAR;LAS LOMAS - 191055;Web HD;En Curso;3
WO0000005711301;257;URINARIOS;2024-10-20;;;REVISAR;UNIPLAZA - 191019;Web HD;Rechazado;3
WO0000005711302;191;PUERTA/MAMPARA BISAGRA;2024-10-20;28/10/2024;28-10-24;REPARAR;LAS LOMAS - 191055;Web HD;Terminado;3
WO0000005711303;240;TECHO /BALDOSAS;2024-10-20;28/10/2024;28-10-24;CAMBIAR;PERU - 191056;Web HD;Terminado;3
WO0000005711305;99;EXTINTOR;2024-10-20;;;REPARAR;PERU - 191056;Web HD;En Curso;3
WO0000005711313;107;FOCO DICROICOS;2024-10-20;;;CAMBIAR;UNIPLAZA - 191019;Web HD;En Curso;3
WO0000005711317;108;FOCO FLOURESCENTES;2024-10-20;;;CAMBIAR;LAS LOMAS - 191055;Web HD;En Curso;3
WO0000005711353;99;EXTINTOR;2024-10-20;;;REPARAR;NARANJAL - 191141;Web HD;En Curso;3
WO0000005711717;128;LAMPARA DE EMERGENCIA;2024-10-20;22/10/2024;25-10-24;REPARAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005711720;249;TOMACORRIENTES;2024-10-20;22/10/2024;25-10-24;REVISAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005711745;183;POZO SEPTICO;2024-10-20;28/10/2024;28-10-24;LIMPIAR;DEL AIRE - 193064;Web HD;Terminado;3
WO0000005712044;213;SECADOR DE MANOS;2024-10-20;22/10/2024;25-10-24;REPARAR;ANTUNEZ DE MAYOLO - 191028;Web HD;Cerrado;3
WO0000005712056;227;SISTEMA DE VIDEO;2024-10-20;;;REPARACION;TOPY TOP - 191049;Web HD;En Curso;2
WO0000005712320;5;AIRE ACONDICIONADO;2024-10-20;26/10/2024;29-10-24;REPARAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005712384;108;FOCO FLOURESCENTES;2024-10-20;20/10/2024;23-10-24;CAMBIAR;PROCERES - 191120;Web HD;Cerrado;3
WO0000005712824;218;SE ALETICA INTERNA;2024-10-20;23/10/2024;26-10-24;REPONER;UNIPLAZA - 191019;Web HD;Cerrado;3
WO0000005712867;16;ATRIL;2024-10-20;26/10/2024;29-10-24;REPARAR;PERU - 191056;Web HD;Cerrado;3
WO0000005712868;190;PUERTA / MAMPARA CERRADURA;2024-10-20;23/10/2024;26-10-24;DUPLICADO DE LLAVE;COLLIQUE - 191065;Web HD;Cerrado;3
WO0000005714073;23;BUTACA;2024-10-21;;;REPARAR;COLLIQUE - 191065;Web HD;En Curso;3
WO0000005714085;190;PUERTA / MAMPARA CERRADURA;2024-10-21;28/10/2024;28-10-24;APERTURAR;BELAUNDE - 191018;Web HD;Terminado;3
WO0000005714093;57;CONTADOR DE MONEDAS;2024-10-21;22/10/2024;25-10-24;REPARAR;MERCADO DE FRUTAS - 191064;Web HD;Cerrado;3
WO0000005714550;32;CAJA BUZON;2024-10-21;22/10/2024;25-10-24;REPARAR;NICOLAS AYLLON - 191027;Web HD;Cerrado;3
WO0000005714596;180;PORTA AFICHES;2024-10-21;23/10/2024;26-10-24;REPARAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005714825;56;CONTADOR DE BILLETES;2024-10-21;;;REPARAR;PLAZA UNION - 191062;Web HD;En Curso;3
WO0000005714893;190;PUERTA / MAMPARA CERRADURA;2024-10-21;;;REEMPLAZAR;NICOLAS AYLLON - 191027;Web HD;En Curso;3
WO0000005714896;144;MESAS;2024-10-21;;;REPARAR;NICOLAS AYLLON - 191027;Web HD;En Curso;3
WO0000005715200;177;PIZARRA DE CORCHO;2024-10-21;22/10/2024;25-10-24;REPARAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005715201;100;EXTINTOR ANCLAJE;2024-10-21;26/10/2024;29-10-24;REPARAR;NICOLAS AYLLON - 191027;Web HD;Cerrado;3
WO0000005715207;108;FOCO FLOURESCENTES;2024-10-21;28/10/2024;28-10-24;CAMBIAR;NICOLAS AYLLON - 191027;Web HD;Terminado;3
WO0000005715291;92;ESCRITORIO;2024-10-21;;;MANTENIMIENTO;NICOLAS AYLLON - 191027;Web HD;Rechazado;1
WO0000005715405;249;TOMACORRIENTES;2024-10-21;;;REVISAR;C.C. MULTIPLAZA - 191077;Web HD;En Curso;3
WO0000005715415;108;FOCO FLOURESCENTES;2024-10-21;27/10/2024;30-10-24;CAMBIAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005715491;56;CONTADOR DE BILLETES;2024-10-21;;;REPARAR;EL AGUSTINO - 191041;Web HD;Rechazado;3
WO0000005715496;56;CONTADOR DE BILLETES;2024-10-21;;;REPARAR;EL AGUSTINO - 191041;Web HD;Rechazado;3
WO0000005716251;5;AIRE ACONDICIONADO;2024-10-21;26/10/2024;29-10-24;REPARAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005716255;5;AIRE ACONDICIONADO;2024-10-21;26/10/2024;29-10-24;REPARAR;SANTO DOMINGO - 191036;Web HD;Cerrado;3
WO0000005716258;22;BOVEDA;2024-10-21;22/10/2024;25-10-24;REPROGRAMAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005716269;15;ATM;2024-10-21;23/10/2024;26-10-24;LIMPIAR;C.C. MULTIPLAZA - 191077;Web HD;Cerrado;3
WO0000005716296;240;TECHO /BALDOSAS;2024-10-21;;;CAMBIAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;En Curso;3
WO0000005716297;49;CERRADURA;2024-10-21;;;REEMPLAZAR;NAYLAMP - 191143;Web HD;En Curso;3
WO0000005716604;5;AIRE ACONDICIONADO;2024-10-21;22/10/2024;25-10-24;REPARAR;PUENTE PIEDRA - 191035;Web HD;Cerrado;3
WO0000005716613;248;TICKETERA;2024-10-21;;;REVISAR;UNIPLAZA - 191019;Web HD;En Curso;3
WO0000005716650;89;ESCALERA CINTA ANTIDESLIZANTE;2024-10-21;;;REPONER;C.C. MULTIPLAZA - 191077;Web HD;En Curso;3
WO0000005716653;46;CANALETAS;2024-10-21;;;REPARAR;C.C. MULTIPLAZA - 191077;Web HD;En Curso;3
WO0000005716659;240;TECHO /BALDOSAS;2024-10-21;;;CAMBIAR;C.C. MULTIPLAZA - 191077;Web HD;En Curso;3
WO0000005716661;221;SILLAS;2024-10-21;;;REPARAR;C.C. MULTIPLAZA - 191077;Web HD;En Curso;3
WO0000005716662;56;CONTADOR DE BILLETES;2024-10-21;;;REPARAR;C.C. MULTIPLAZA - 191077;Web HD;Rechazado;3
WO0000005716684;117;IMANTADO;2024-10-21;23/10/2024;26-10-24;CONFECCIONAR;ROSA TORO - 193022;Web HD;Cerrado;3
WO0000005717160;44;CAMARA CONVENCIONAL;2024-10-22;22/10/2024;25-10-24;MOVER;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005717445;56;CONTADOR DE BILLETES;2024-10-22;29/10/2024;29-10-24;REPARAR;IZAGUIRRE - 191154;Web HD;Terminado;3
WO0000005717455;202;RAMPA BARANDA;2024-10-22;;;REPARAR;IZAGUIRRE - 191154;Web HD;En Curso;3
WO0000005717808;240;TECHO /BALDOSAS;2024-10-22;;;CAMBIAR;ANGELICA GAMARRA - 191057;Web HD;En Curso;3
WO0000005717809;256;URINARIO FLUXOMETRO;2024-10-22;;;REVISAR;ANGELICA GAMARRA - 191057;Web HD;En Curso;3
WO0000005717811;123;INODOROS;2024-10-22;;;REVISAR;ANGELICA GAMARRA - 191057;Web HD;En Curso;3
WO0000005717813;31;CAJA / TAPA DE PASO;2024-10-22;29/10/2024;29-10-24;REVISAR;ANGELICA GAMARRA - 191057;Web HD;Terminado;3
WO0000005717854;56;CONTADOR DE BILLETES;2024-10-22;26/10/2024;29-10-24;REPARAR;IZAGUIRRE - 191154;Web HD;Cerrado;3
WO0000005717863;56;CONTADOR DE BILLETES;2024-10-22;26/10/2024;29-10-24;REPARAR;IZAGUIRRE - 191154;Web HD;Cerrado;3
WO0000005717883;56;CONTADOR DE BILLETES;2024-10-22;26/10/2024;29-10-24;REPARAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005717890;56;CONTADOR DE BILLETES;2024-10-22;26/10/2024;29-10-24;REPARAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005717892;56;CONTADOR DE BILLETES;2024-10-22;26/10/2024;29-10-24;REPARAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005717896;231;STICKER;2024-10-22;28/10/2024;28-10-24;REPONER;NARANJAL - 191141;Web HD;Terminado;3
WO0000005718247;43;CAJONERA CERRADURA;2024-10-22;26/10/2024;29-10-24;REEMPLAZAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005718248;249;TOMACORRIENTES;2024-10-22;;;REVISAR;URB SAN FELIPE COMAS - 191053;Web HD;Rechazado;3
WO0000005718257;43;CAJONERA CERRADURA;2024-10-22;;;REEMPLAZAR;TUPAC AMARU - 191038;Web HD;Rechazado;3
WO0000005718259;108;FOCO FLOURESCENTES;2024-10-22;26/10/2024;29-10-24;CAMBIAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005718263;108;FOCO FLOURESCENTES;2024-10-22;26/10/2024;29-10-24;CAMBIAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005718265;117;IMANTADO;2024-10-22;24/10/2024;27-10-24;CONFECCIONAR;TOTTUS GUIPOR - 191147;Web HD;Cerrado;3
WO0000005718266;123;INODOROS;2024-10-22;;;REVISAR;TUPAC AMARU - 191038;Web HD;En Curso;3
WO0000005718295;257;URINARIOS;2024-10-22;28/10/2024;28-10-24;REVISAR;QUILCA - 191160;Web HD;Terminado;3
WO0000005718521;239;TANQUES ELEVADOS CISTERNAS Y POZOS;2024-10-22;29/10/2024;29-10-24;REPARAR;MEGA PLAZA 2 - 191040;Web HD;Terminado;3
WO0000005718523;239;TANQUES ELEVADOS CISTERNAS Y POZOS;2024-10-22;;;REPARAR;MEGA PLAZA 2 - 191040;Web HD;En Curso;3
WO0000005718596;43;CAJONERA CERRADURA;2024-10-22;27/10/2024;30-10-24;REEMPLAZAR;TUSILAGOS - 191108;Web HD;Cerrado;3
WO0000005718908;190;PUERTA / MAMPARA CERRADURA;2024-10-22;;;REEMPLAZAR;MERCADO DE FRUTAS - 191064;Web HD;En Curso;3
WO0000005719327;5;AIRE ACONDICIONADO;2024-10-22;23/10/2024;26-10-24;REPARAR;TARAPACA - 191030;Web HD;Cerrado;3
WO0000005719329;120;INDECI;2024-10-22;;;REALIZAR MANTENIMIENTO REGULATORIO;LA ENSENADA - 191149;Web HD;En Curso;3
WO0000005719330;251;TUBERIA DE AGUA;2024-10-22;27/10/2024;30-10-24;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005719377;5;AIRE ACONDICIONADO;2024-10-22;;;REPARAR;ANTUNEZ DE MAYOLO - 191028;Web HD;En Curso;3
WO0000005719379;69;DETECTOR DE BILLETES;2024-10-22;29/10/2024;29-10-24;REPARAR;ANTUNEZ DE MAYOLO - 191028;Web HD;Terminado;3
WO0000005719381;111;GRIFERIA;2024-10-22;;;REVISAR;ANTUNEZ DE MAYOLO - 191028;Web HD;En Curso;3
WO0000005719386;108;FOCO FLOURESCENTES;2024-10-22;29/10/2024;29-10-24;CAMBIAR;ANTUNEZ DE MAYOLO - 191028;Web HD;Terminado;3
WO0000005719399;10;ARMARIO;2024-10-22;;;REPARAR;BELAUNDE - 191018;Web HD;En Curso;3
WO0000005719722;43;CAJONERA CERRADURA;2024-10-22;27/10/2024;30-10-24;REEMPLAZAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005719730;123;INODOROS;2024-10-22;;;REVISAR;C.B. FIORI - 191088;Web HD;En Curso;3
WO0000005719734;111;GRIFERIA;2024-10-22;;;REVISAR;C.B. FIORI - 191088;Web HD;En Curso;3
WO0000005719764;108;FOCO FLOURESCENTES;2024-10-22;24/10/2024;27-10-24;REVISAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005720035;6;ALFOMBRAS;2024-10-22;;;REPARAR;PLAZA LIMA NORTE - 191058;Web HD;En Curso;3
WO0000005720039;240;TECHO /BALDOSAS;2024-10-22;;;CAMBIAR;PLAZA LIMA NORTE - 191058;Web HD;En Curso;3
WO0000005720041;221;SILLAS;2024-10-22;;;LIMPIAR;PLAZA LIMA NORTE - 191058;Web HD;En Curso;3
WO0000005720704;232;TABLERO ELECTRICO;2024-10-23;27/10/2024;30-10-24;REVISAR;NARANJAL - 191141;Web HD;Cerrado;3
WO0000005720733;231;STICKER;2024-10-23;27/10/2024;30-10-24;REPONER;PRO - 191029;Web HD;Cerrado;3
WO0000005720738;192;PUERTA/MAMPARA BRAZO HIDRAULICO;2024-10-23;;;REPARAR;PRO - 191029;Web HD;En Curso;3
WO0000005720772;5;AIRE ACONDICIONADO;2024-10-23;;;REPARAR;NARANJAL - 191141;Web HD;En Curso;3
WO0000005720795;264;VINIL;2024-10-23;;;REPONER;TOTTUS GUIPOR - 191147;Web HD;Rechazado;3
WO0000005721219;111;GRIFERIA;2024-10-23;26/10/2024;29-10-24;REVISAR;UNIPLAZA - 191019;Web HD;Cerrado;3
WO0000005721232;108;FOCO FLOURESCENTES;2024-10-23;29/10/2024;29-10-24;REVISAR;PLAZA LIMA NORTE - 191058;Web HD;Terminado;3
WO0000005721262;32;CAJA BUZON;2024-10-23;26/10/2024;29-10-24;APERTURAR;LAS LOMAS - 191055;Web HD;Cerrado;3
WO0000005721761;144;MESAS;2024-10-23;;;REPARAR;IZAGUIRRE - 191154;Web HD;En Curso;3
WO0000005721768;43;CAJONERA CERRADURA;2024-10-23;;;REEMPLAZAR;IZAGUIRRE - 191154;Web HD;Rechazado;3
WO0000005721773;5;AIRE ACONDICIONADO;2024-10-23;29/10/2024;29-10-24;REPARAR;BELAUNDE - 191018;Web HD;Terminado;3
WO0000005722007;107;FOCO DICROICOS;2024-10-23;;;CAMBIAR;IZAGUIRRE - 191154;Web HD;En Curso;3
WO0000005722017;5;AIRE ACONDICIONADO;2024-10-23;;;REPARAR;IZAGUIRRE - 191154;Web HD;En Curso;3
WO0000005722024;251;TUBERIA DE AGUA;2024-10-23;;;REPARAR;IZAGUIRRE - 191154;Web HD;En Curso;3
WO0000005722028;111;GRIFERIA;2024-10-23;29/10/2024;29-10-24;REVISAR;IZAGUIRRE - 191154;Web HD;Terminado;3
WO0000005722093;171;PISOS;2024-10-23;;;LIMPIAR;VILLA SOL - 191059;Web HD;En Curso;3
WO0000005722095;56;CONTADOR DE BILLETES;2024-10-23;27/10/2024;30-10-24;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005722099;56;CONTADOR DE BILLETES;2024-10-23;27/10/2024;30-10-24;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Web HD;Cerrado;3
WO0000005722421;79;DVR;2024-10-23;23/10/2024;26-10-24;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005722430;198;PULSADOR INALAMBRICO;2024-10-23;26/10/2024;29-10-24;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005722457;248;TICKETERA;2024-10-23;29/10/2024;29-10-24;REVISAR;IZAGUIRRE - 191154;Web HD;Terminado;3
WO0000005722467;255;UPS / ESTABILIZADOR;2024-10-23;;;REVISAR;URB SAN FELIPE COMAS - 191053;Web HD;En Curso;3
WO0000005722473;5;AIRE ACONDICIONADO;2024-10-23;27/10/2024;30-10-24;REPARAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005722499;214;SENSOR DE ANIEGO;2024-10-23;26/10/2024;29-10-24;REPARAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005722848;16;ATRIL;2024-10-23;27/10/2024;30-10-24;REPARAR;LAS LOMAS - 191055;Web HD;Cerrado;3
WO0000005722868;62;CORTO CIRCUITO;2024-10-23;26/10/2024;29-10-24;REVISAR;TOTTUS GUIPOR - 191147;Web HD;Cerrado;3
WO0000005722869;122;INODORO TANQUE DE AGUA;2024-10-23;27/10/2024;30-10-24;REVISAR;CANTO GRANDE - 191096;Web HD;Cerrado;3
WO0000005722889;221;SILLAS;2024-10-23;;;LIMPIAR;URB SAN FELIPE COMAS - 191053;Web HD;En Curso;3
WO0000005723207;249;TOMACORRIENTES;2024-10-23;;;REVISAR;TOTTUS GUIPOR - 191147;Web HD;En Curso;3
WO0000005723259;154;OFICINA;2024-10-23;;;FUMIGAR;C.C. MULTIPLAZA - 191077;Web HD;En Curso;3
WO0000005724786;134;LETREROS LUMINOSO;2024-10-26;;;REVISAR;CHIMPU OCLLO - 191113;Web HD;En Curso;3
WO0000005725421;191;PUERTA/MAMPARA BISAGRA;2024-10-26;26/10/2024;29-10-24;REPARAR;MEGA PLAZA 2 - 191040;Web HD;Cerrado;3
WO0000005725460;5;AIRE ACONDICIONADO;2024-10-26;26/10/2024;29-10-24;REPARAR;MERCADO DE FRUTAS - 191064;Web HD;Cerrado;3
WO0000005726129;138;LOCKER CERRADURA;2024-10-26;26/10/2024;29-10-24;REEMPLAZAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005726183;43;CAJONERA CERRADURA;2024-10-26;;;REEMPLAZAR;ZARATE - 191097;Web HD;Rechazado;3
WO0000005726193;5;AIRE ACONDICIONADO;2024-10-26;;;REPARAR;LA ENSENADA - 191149;Web HD;En Curso;3
WO0000005726195;108;FOCO FLOURESCENTES;2024-10-26;;;CAMBIAR;LA ENSENADA - 191149;Web HD;En Curso;3
WO0000005726521;197;PULSADOR DE ASALTO;2024-10-26;;;REPARAR;URB SAN FELIPE COMAS - 191053;Web HD;En Curso;3
WO0000005726543;106;FOCO AHORRADOR;2024-10-26;;;CAMBIAR;VILLA SOL - 191059;Web HD;En Curso;3
WO0000005726838;5;AIRE ACONDICIONADO;2024-10-26;27/10/2024;30-10-24;REPARAR;SAN MARTIN DE PORRES - 191021;Web HD;Cerrado;3
WO0000005726841;56;CONTADOR DE BILLETES;2024-10-26;;;REPARAR;MENDIOLA - 191078;Web HD;En Curso;3
WO0000005726881;56;CONTADOR DE BILLETES;2024-10-26;;;REPARAR;MEGA PLAZA - 191010;Web HD;En Curso;3
WO0000005726886;56;CONTADOR DE BILLETES;2024-10-26;;;REPARAR;TARAPACA - 191030;Web HD;Rechazado;3
WO0000005726890;251;TUBERIA DE AGUA;2024-10-26;29/10/2024;29-10-24;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Terminado;3
WO0000005727317;106;FOCO AHORRADOR;2024-10-26;27/10/2024;30-10-24;CAMBIAR;QUILCA - 191160;Web HD;Cerrado;3
WO0000005727318;231;STICKER;2024-10-26;28/10/2024;28-10-24;REPONER;LA PAMPILLA - 192012;Web HD;Terminado;3
WO0000005727329;32;CAJA BUZON;2024-10-26;27/10/2024;30-10-24;APERTURAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005727330;251;TUBERIA DE AGUA;2024-10-26;;;REPARAR;LAS LOMAS - 191055;Web HD;En Curso;3
WO0000005727341;154;OFICINA;2024-10-26;;;FUMIGAR;PLAZA LIMA NORTE - 191058;Web HD;En Curso;3
WO0000005727854;5;AIRE ACONDICIONADO;2024-10-26;28/10/2024;28-10-24;REPARAR;CANTO GRANDE - 191096;Web HD;Terminado;3
WO0000005728231;56;CONTADOR DE BILLETES;2024-10-26;;;REPARAR;TARAPACA - 191030;Web HD;En Curso;3
WO0000005728237;121;INODORO FLUXOMETRO;2024-10-26;;;REVISAR;DEL AIRE - 193064;Web HD;En Curso;3
WO0000005728238;256;URINARIO FLUXOMETRO;2024-10-26;;;REVISAR;DEL AIRE - 193064;Web HD;En Curso;3
WO0000005729190;198;PULSADOR INALAMBRICO;2024-10-27;27/10/2024;30-10-24;REPARAR;CAQUETA - 191091;Web HD;Cerrado;3
WO0000005729231;221;SILLAS;2024-10-27;28/10/2024;28-10-24;REPARAR;EL AGUSTINO - 191041;Web HD;Terminado;3
WO0000005729290;41;CAJONERA;2024-10-27;;;REPARAR;URB SAN FELIPE COMAS - 191053;Web HD;En Curso;3
WO0000005729295;154;OFICINA;2024-10-27;27/10/2024;30-10-24;FUMIGAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005729296;56;CONTADOR DE BILLETES;2024-10-27;28/10/2024;28-10-24;REPARAR;EL PROGRESO - 191037;Web HD;Terminado;3
WO0000005729725;191;PUERTA/MAMPARA BISAGRA;2024-10-27;29/10/2024;29-10-24;REPARAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Terminado;3
WO0000005729763;56;CONTADOR DE BILLETES;2024-10-27;29/10/2024;29-10-24;REPARAR;PLAZA UNION - 191062;Web HD;Terminado;3
